Name,Name 2,2008 Wreck ID,Latitude,Longitude,Geo Q,Start Date,End Date,Date Q,Depth,Depth Q,Year Found,Year Found Q,Cargo 1,Type 1,Cargo 2,Type 2,Cargo 3,Type 3,Other Cargo,Gear,Estimated Capacity,Comments,Length,Width,Size estimate Q,Parker reference,Bibliography and notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia 1,,571,40.917,9.500,,0,0,,,silted,,,,,,,,,,,,"survey find. No dating info provided, except claim that mast found is late Roman and so large that ship would have been 30m in length.  Also mentions in passing that 9+ medieval ships were found in the area but neglected in favor of the single mast.",12.1,7.8,,,"E. Riccardi 2002, 268-269.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R0,,572,40.917,9.500,,400,500,,,silted,,,metal,bronze broken statue scrap in 1 ship? http://www.sardiniapoint.it/4125.html,,,,,,,,"C5 ships all with prow facing land, probably between wooden docks, very wide mortices. Fairly frequent caulking.",,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R1,,573,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,,15.0,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R1 Sud,,574,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,,,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R12,,575,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,,,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R13,,576,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,,30.0,,ca - length can be less than 30,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R14,,577,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,,,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R15,,578,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,R2 R6 R15 poss from same yard,,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R2,,579,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,R2 R6 R15 poss from same yard,,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R2 Sud,,580,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,,,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R3,,581,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,,,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R3 Sud,,582,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,,,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R5,,583,40.917,9.500,,1000,1400,,,silted,,,,,,,,,,,,"scuttled to make bank, keel-less, local transport (inner gulf), dates ranged from 1000-1400",,,,,"E. Riccardi 2002, 1263, 1271-73; R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R6,,584,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,R2 R6 R15 poss from same yard,,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R7,,585,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,,,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R8,,586,40.917,9.500,,1000,1400,,,silted,,,,,,,,,,,,"scuttled to make bank, keel-less, local transport (inner gulf), dates ranged from 1000-1400",12.0,2.5,,,"E. Riccardi 2002, 1263, 1271-73; R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R9,,587,40.917,9.500,,1000,1400,,,silted,,,,,,,,,,,,"scuttled to make bank, keel-less, local transport (inner gulf), dates ranged from 1000-1400",,,,,"E. Riccardi 2002, 1263, 1271-73; R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia RT,,588,40.917,9.500,,400,500,,,silted,,,,,,,,,,,,tender,4.0,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlamonde 1,17,593,43.000,40.000,7,300,500,late Rome,92.5,75-110,,,amphoras,"late Roman, african",,,,,,,,between port of Nice and Villefranche,,,,,"P. Pomey and L. Long 1988, 53.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orunia 1,,594,52.200,17.900,,1100,1200,ca,,in alluvium,,,,,,,,,,,,"No dating info provided. Military vessel, oared, oak pine, Slavonic. Similarity of measurements with Lad boat are suspect.",12.8,2.4,,,"Navis I, Orunia 1, #130; O. Lienau 1934.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orunia 2,,595,52.200,17.900,,1100,1200,ca,,in alluvium,,,,,,,,,,,,"No dating info provided. Cargo vessel, oared/sailed, oak, pine, Slavonic.",11.0,2.3,,,"Navis I, Orunia 2, #132; O. Lienau 1934; P. Smolarek 1972.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orunia 3,,596,52.200,17.900,,1100,1200,ca,,in alluvium,,,,,,,,,,,,"No dating info provided in database. Cargo vessel, oared, oak, pine, Slavonic.",13.3,2.5,,,"Navis I, Orunia 3, #133; O. Lienau 1934; P. Smolarek 1972.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oseberg,,598,59.300,10.400,ca,820,834,,,silted,,,,,,,,,,,,Dating based on dendro on plank and gravechamber.  Used as boat burial.  Military Nordic vessel in Viking context.,21.4,5.1,,,"Navis I, Oseberg, #181; A.W.Brøgger, H. Shetelig, and H. Falk 1917; A.W. Brøgger and H. Shetelig 1951; A.E. Christensen, A.S. Ingstad, and B. Myhre 1992; N. Bonde and A.E. Christensen 1993, 575-583; N. Bonde 1994; J. Bill et al. 1997.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantelleria,,614,36.764,11.971,ca,400,500,ca,,shallow,,,amphoras,late roman,ceramic,Pantellerian wares,lamps,,"sigillata africana, used by the crew, silver ring, glass bottles, game made of animal bone, pig and sheep bones",,,,,,,,"M.E. Chioffi and S. Tusa 2000, 14-15.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parco di Teodorico,,618,44.400,12.183,,400,500,,,silted sand,,,,,,,,,,,,well preserved hull; 200m N of Theoderic's mausoleum,9.0,3.1,,,"S. Medas 2004, 86-88.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pisa A,,640,43.700,10.383,,100,200,,,silted,,,amphoras,"Gaul, Forlimpopoli",,,,,,"crew gear: ARS, coarseware",,last voyage was probably down the Adriatic to Africa and up the coast of Italy,,,,,http://www.navipisa.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pisa B,,641,43.700,10.383,,-30,40,,,silted,,,amphoras,"Spanish, Adriatic",,,,,,"stone ballast, Campania",,skeletons (probably crew member and his dog),,4.0,,,http://www.navipisa.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pisa C,,642,43.700,10.383,,0,0,,,silted,,,,,,,,,,,,oared river boat; hull sealed with encaustic (wax); Greek name? ALKDO,14.0,,,,http://www.navipisa.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pisa D,,643,43.700,10.383,,400,500,,,silted,,,,,,,,,,,,"oak; not yet excavated wreck; had been salvaged, recycled",14.0,,,,"http://www.navipisa.it ; S. Bruni 2000; S. Kingsley 2004, 162.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pisa E,,644,43.700,10.383,,-30,40,,,silted,,,amphoras,"Spanish, Gaul, Corsica; dolia tops",,,,,,,,possibly salvaged,,,,,http://www.navipisa.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pisa F,,645,43.700,10.383,,100,300,,,silted,,,,,,,,,,,,boat; river? Lintres type? Oak,,,,,http://www.navipisa.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pisa G,,646,43.700,10.383,,100,300,,,silted,,,,,,,,,,,,"boat, flat bottom",9.0,,,,http://www.navipisa.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pisa H,,647,43.700,10.383,,1,500,?,,silted,,,,,,,,,,,,"boat, river; flat bottom",,,,,http://www.navipisa.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pisa I,,648,43.700,10.383,,0,0,,,silted,,,,,,,,,,,,boat,,,,,http://www.navipisa.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pisa P,,649,43.700,10.383,,-30,40,,,silted,,,,,,,,,,,,"boat, river like Pisa G",,,,,http://www.navipisa.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plage d'Arles 4,,650,43.100,4.700,,25,50,,660.0,,,,amphoras,"Dr28, 20, 8, 9, 12; Haltern 70, Punico-ebusitaines 25",,,,,,"anchor stock, 2 lead pipes from deck pump",,From Betica; vestiges of ship wood; dating from Dr20 amphoras; location: several km from Farama,,,,,"P. Pomey and L. Long 1993, 14-15.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poel (Timmendorfer Mole) 1,,662,53.996,10.802,,1354,1354,,2.3,,,,,,,,,,,ballast,up to 200 tons,dendro dated with 30 different samples of pine. 150m north of Timmendorf strand. Could hold up to 200 tons of cargo,26.0,8.0,,,T. Förster 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poel (Timmendorfer Mole) 2,,663,53.996,10.802,,1486,1486,,,,,,,,,,,,,,,dendro dated from oak planks; clinker built.,16.0,,ca,,"B. Dangreaux 1997, 10; T. Förster 2000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointe de l'Ilette 1,,665,43.533,7.100,,190,210,c2 - end or c3 - beginning,20.0,,,,tiles,"tegulae of pale yellow, fragile; some imbrices",amphoras,Gauloise 4,,,,,,50m from shore,,,,,"P. Pomey and L. Long 1993, 48.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Porto nuovo (Bonifacio, Corsica)",,694,41.389,9.155,,1,100,ca,,shallow,,,marble,"rough and worked. Origin: Chemtou,  Karystos, Synnada, Teos, Chios, Carrara, Sainte Baume",marble,rough columns from carrara,ceramic,crustae,"Gold coin of Tiberius (27/8, from Lyon); bronze oil lamp (type  Loeschcke XXVI, 1C AD)","Roman sword sheath, metal tools for marble handling and sculpting, Roman belt buckle, 3 Roman hammers, mirrors",,variety of marble indicates Rome as port of origin,,,,,"H. Bernard 2000, 114-125.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port-Vendres 6,,705,42.517,3.100,,1450,1500,,,,,,ceramic,bowls: cobalt and metallic luster,,,,,,,,,,,,,"P. Pomey and L. Long 1993, 3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puck 2,,714,54.733,18.383,,861,978,,1.8,,,,,,,,,,,,,"Dating based on 9 dendro samples on oak planks, range 861-978, and 3 14C samples range 555-810, with average margin of 68 years (dismissed by excavator as well as other literature).  Slavonic, military vessel, oared/sailed, oak, pine.  Found in underwater quay, in Gdansk bay, along with another 5 wrecks.  Mast step of wreck 2 preserved very well.",18.0,2.3,,,"Navis I, Puck 2, #194; W. Stępień 1983, 49-57; W. Stępień 1984, 71-78; W. Stępień 1984, 311-321; W. Stępień 1987, 139-154; J. Litwin 1995.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puck 3,,715,54.733,18.383,,950,1155,,0.5,,,,,,,,,,,,,"Dating based on 10 dendro dates from planks, with range 1079-1155 and one 14C with date 950 (no range provided).  Description said wood was felled after 1155 (not clear why the range of dates then). Slavonic, oak, pine, sailed/oared.",16.0,2.8,,,"Navis I, Puck 3, #195; W. Stępień 1983, 49-57; W. Stępień 1984, 71-78; W. Stępień 1984, 311-321; W. Stępień 1987; J. Litwin 1995.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralswiek 1,,751,54.433,13.450,,900,1000,ca,,in alluvium,,,,,,,,,,,,No info on dating or cargo in Navis database. Slavonic context,14.0,3.4,,,"Navis I, Ralswiek 1, #126; P. Herfert 1968, 211-222; W. Kramer and H. Schlichtherle 1995, 3-16; O. Crumlin-Pedersen 1997, 110.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralswiek 2,,752,54.433,13.450,,900,1000,ca,,in alluvium,,,,,,,,,,,,Cargo sail/oar vessel. No info on dating or cargo in Navis database. Slavonic context.,9.5,,,,"Navis I, Ralswiek 2, #122; P. Herfert 1968, 211-222; W. Kramer and H. Schlichtherle 1995, 3-16; O. Crumlin-Pedersen 1997, 110.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralswiek 4,,753,54.433,13.450,,900,1000,ca,,in alluvium,,,,,,,,,,,,Cargo sail vessel. Slavonic context,13.0,3.3,,,"Navis I, Ralswiek 4, #127; P. Herfert 1968, 211-222; J. Herrmann 1981, 145-158; W. Kramer and H. Schlichtherle 1995, 110.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ria de Aveiro A,,760,40.650,8.700,,1434,1448,,,shallow,,,ceramic,18 different kinds in great condition,,,,,"chestnuts, walnuts, grapes, fishbones",,,"Dating based on 4 14C samples on plank, oar, walnut and keg stave. All very reliable, with 2 sigma interval 1424-1469 and intersection in 1441. Ceramics are in perfect condition for the most part, suggesting non violent sinking.",10.5,2.5,,,"F. Alves et al. 2001, 12-36.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Hamble,,763,50.930,1.380,,1225,1405,,,shallow,,,,,,,,,,,,"Archaeologists agree that this is the wreck of the Grâce Dieu, of Henry V.  Dating based on C14 and construction features.",40.0,,,,"R. Clarke et al. 1993, 21-44; I. Friel 1993, 3-19; S. McGrail 1993, 45-51.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roskilde 1,,770,55.650,12.079,,1336,1336,,1.0,,,,,,,,,,,,,"Survey find. Dating by dendro of planks. Cargo vessel in oak and pine. ""Nordic"" type. Cargo vessel. All Roskilde ships found during foundation work for the Viking ship museum.",9.8,,ca,,"A. Croome 1999, 382-393.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roskilde 2,,771,55.650,12.079,,1200,1200,,,silted,,,,,,,,,,"rope, shroudpin, rigging",,"Survey find. Dating by dendro on planks. Cargo vessel in oak and pine. ""Nordic"" type.",15.0,,ca,,"A. Croome 1999, 382-393.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roskilde 3,,772,55.650,12.079,,1050,1055,,,silted,,,,,,,,,,,,"Dating by dendro on planks, 3 different samples. Cargo vessel. All Roskilde ships found during foundation work for the Viking ship museum. ""Nordic"" type.",18.0,4.4,,,"Navis I, Roskilde 3, #190; N. Bonde and A. Daly 1996-1998; N. Bonde 1997; H.M. Myrhøj and M. Gøthche 1997; J. Bill, M. Gøthche, and H.M. Myrhøj 1998; A. Croome 1999, 382-393; J. Bill, M. Gøthche, and H.M. Myrhøj 2000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roskilde 4,,773,55.650,12.079,,1108,1108,,,silted,,,,,,,,,,,,"Dating by dendro on planks, 3 different samples. Cargo vessel, ""Nordic"" type. Some of the information later published by Croome 1999 conflicts with what is reported by the Navis database.  Dating info here reflects Croome 1999. Cargo vessel. All Roskilde ships found during foundation work for the Viking ship museum.",20.5,6.6,,,"Navis I, Roskilde 4, #191; N. Bonde and A. Daly 1996-1998; N. Bonde 1997; H.M. Myrhøj and M. Gøthche 1997; J. Bill, M. Gøthche, and H.M. Myrhøj 1998; A. Croome 1999, 382-393;  J. Bill, M. Gøthche, and H.M. Myrhøj 2000;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roskilde 5,,774,55.650,12.079,,1090,1131,,,silted,,,,,,,,,,,,"Dating by dendro on planks, 3 different samples. Cargo vessel in oak and pine. ""Nordic"" type. Cargo vessel. All Roskilde ships found during foundation work for the Viking ship museum.",14.0,3.6,,,"Navis I, Roskilde 5, #192; N. Bonde and A. Daly 1996-1998; N. Bonde 1997; H.M. Myrhøj and M. Gøthche 1997; J. Bill, M. Gøthche, and H.M. Myrhøj 1998; A. Croome 1999, 382-393; J. Bill, M. Gøthche, and H.M. Myrhøj 2000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roskilde 6,,775,55.650,12.079,,1025,1025,,,silted,,,,,,,,,,,,"Dating by dendro on planks, 3 different samples. Warship of oak. Viking context, ""Nordic"" type. Cargo vessel. All Roskilde ships found during foundation work for the Viking ship museum.",36.0,3.5,,,"Navis I, Roskilde 6, #92; N. Bonde and A. Daly 1996-1998; N. Bonde 1997; H.M. Myrhøj and M. Gøthche 1997; J. Bill, M. Gøthche, and H.M. Myrhøj 1998; A. Croome 1999, 382-393; J. Bill, M. Gøthche, and H.M. Myrhøj 2000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roskilde 7,,776,55.650,12.079,,1271,1271,ca,,silted,,,,,,,,,,,,"Survey find. Dating by dendro on planks. Cargo vessel in oak and pine. ""Nordic"" type. Cargo vessel. All Roskilde ships found during foundation work for the Viking ship museum.",9.5,,ca,,"A. Croome 1999, 382-393.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roskilde 8,,777,55.650,12.079,,1248,1248,ca,,silted,,,,,,,,,,,,"Survey find. Dating by dendro on planks. Cargo vessel in oak and pine. ""Nordic"" type. Cargo vessel. All Roskilde ships found during foundation work for the Viking ship museum.",10.0,,ca,,"A. Croome 1999, 382-393.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roskilde 9,,778,55.650,12.079,,1171,1171,ca,,silted,,,,,,,,,,,,"Survey find. Dating by dendro on planks. Cargo vessel in oak and pine. ""Nordic"" type. Cargo vessel. All Roskilde ships found during foundation work for the Viking ship museum.",10.0,,ca,,"A. Croome 1999, 382-393.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocher de l'Estéou 1,,779,43.185,5.389,,-50,10,ca,27.0,,,,amphoras,Dr 1B or 1C,,,,,,,,Roman amphoras under Saracen ship,,,,,"S. Ximénès 1976, 139-150.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocher de l'Estéou 2,,780,43.185,5.389,,800,1000,ca,26.0,,,,amphoras,Joncheray 5,lamps,Menzel (4) 661,,,,iron objects,,Saracen ship,,,,,"S. Ximénès 1976, 139-150.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Marco in Boccalama A,,783,45.389,12.282,,1300,1350,,2.0,,,,,,,,,,,,,"Derelict, not shipwreck. Rascona, a cargo ship. Dating based on 14C and dendro (sample origin/quality not specified). The dendrodata is not reliable.  There is evidence of a boat storage facility on site in 1328 from archival documents.",23.6,6.0,,,"M. D’Agostino and S. Medas 2003, 22-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Marco in Boccalama B,,784,45.389,12.282,,1300,1350,,2.0,,,,,,,,,,,,,First galley ever found. Graffiti found on beams in both ships,38.0,5.0,,,"M. D’Agostino and S. Medas 2003, 22-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Florent 1?,,786,42.667,9.283,,200,300,c3,37.0,,,,amphoras,Dr30 rather than Gauloise 4,,,,,,,,not yet defined as a wreck,,,,,"P. Pomey and L. Long 1993, 58; M.P. Jézégou 1998, 343-351.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sainte-Marguerite 2,,797,43.517,7.017,300m N of Isle,100,120,c2 - beginning,5.0,five meters or less,,,amphoras,Dr20;,lamps,"lamps round, circular reservoir, 277 well-preserved, decorated",glass,fragments,,,,dated from Clo Suc and Fabric Masc lamps,,,,,"P. Pomey and L. Long 1993, 51-53.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saintes-Maries 1,,799,43.417,4.433,,50,50,ca,16.0,,,,amphoras,Dr20,metal,lead ingots as produced in Britain,,,,,,"facing Saintes-Maries-de-la-Mer; date from amphoras: C1, perhaps Julio-Claudian or Flavian, perhaps Vespasian",,,,,"P. Pomey and L. Long 1993, 28-30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Vito Lo Capo,,810,38.190,12.736,,1100,1200,ca,20.0,,,,amphoras,"grooved, 3.5 liters",,,,,,,,"Dating based on artefacts, grooved amphoras (height 42-53 cm) narrow neck and almond lip. Three amphoras found stoppered by a cork.   Norman ship.  Discovered in the 1990s.",,,,,"http://infcom.it/subarcheo/saing.html ; F. Faccenna 1993, 185-187; G. Boetto 1995, 165.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skerki Bank 1 (A),,855,38.000,11.000,,1000,1250,end date is open ended,766.0,,,,nothing reported,,,,,,,ballast stones (quartz and limestone),,,10.0,4.0,,,"R.D. Ballard et al. 2000, 1596-1599; A.M. McCann and J.P. Oleson 2004, 170-178.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skerki Bank 2 (B),,856,38.000,11.000,,75,100,,770.0,,,,amphoras,"Tripolitanian I, Dr3, biconical, Dr2-4, AC3, Pompeii X",,,,,organic materials,anchor stock,,,40.0,,,,"R.D. Ballard et al. 2000, 1596-1599; A.M. McCann and J.P. Oleson 2004, 170-178.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skerki Bank 6 (F),,857,38.000,11.000,,50,50,,765.0,,,,amphoras,"Dr2, Dr 7-11, Dr9, Werff 2, flatbottomed",stone,marble or granite,,,"wheat, beans","bronze, iron anchor, pipes from pump",,,20.0,5.0,,,"A.M. McCann and J.P. Oleson 2004, 91-117.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skerki Bank 7 (G),,858,38.000,11.000,,50,50,,760.0,ca,,,amphoras,"Dr28, Dr2, Dr9, flatbottomed, Werff 3",,,,,"""common wares""","3 lead anchor stocks, pipe, possible pump collecting tank",,,15.0,,ca - length can be less than 15m,,"http://www.atlantikwall-research-norway.de/Touren_03_2005_S%FCdwall.html ; A.M. McCann and J.P. Oleson 2004, 118-127.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skuldelev 1,,861,55.733,12.067,,1030,1050,,,shallow,,,,,,,,,,,,"Dating by dendro, 3 samples from planks of oak and pine. Coordinates (55º 39'N 12º 05'E from Navis I db) inaccurate.  Viking context, ""Nordic"" type.",15.9,4.8,,,"Navis I, Skuldelev 1, #1; O. Crumlin-Pedersen and O. Olsen 1959, 171-174; E. Friis 1964, 24-26; O. Olsen and O. Crumlin-Pedersen 1967, 73-174; W. Dammann 1983, 106; O. Crumlin-Pedersen 1986, 209-228; R. Thorseth 1986, 78-83; O. Crumlin-Pedersen 1970; O. Olsen and O. Crumlin-Pedersen 1978; O. Crumlin-Pedersen 1994, 65-72; J. Bill 1997, 388-389; O. Crumlin-Pedersen 2002, 185.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skuldelev 2/4,,862,55.733,12.067,,1048,1060,,,shallow,,,stone,,,,,,,,,"Warship, part of the blockage in Roskilde fjord; sunk on purpose with stone cargo. Dating info on db summary says ""after 1055"" based on dendro dates, claiming oak wood of local origin. Viking context, ""Nordic"" type sail/row.",30.0,3.7,,,"Navis I, Skuldelev 2/4, #2; O. Crumlin-Pedersen and O. Olsen 1959; E. Friis 1964, 24-26; O. Olsen and O. Crumlin-Pedersen 1967, 73-174; O. Crumlin-Pedersen 1970; O. Olsen and O. Crumlin-Pedersen 1978; W. Dammann 1983, 106;  O. Crumlin-Pedersen 1986, 209-228; R. Thorseth 1986, 78-83; O. Crumlin-Pedersen 1994, 65-72; J. Bill 1997, 388-389; O. Crumlin-Pedersen 2002.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skuldelev 5,,863,55.733,12.067,,1030,1050,,,shallow,,,,,,,,,,,,"Warship, part of the blockage in Roskilde fjord; sunk on purpose; underwent major repairs on the bow. Dating based on dendro, oak, pine, ash",17.2,2.6,,,"Navis I, Skuldelev 5, #4; O. Crumlin-Pedersen and O. Olsen 1959; E. Friis 1964, 24-26; O. Olsen and O. Crumlin-Pedersen 1967, 73-174; O. Crumlin-Pedersen 1970; O. Olsen and O. Crumlin-Pedersen 1978; W. Dammann 1983, 106;  O. Crumlin-Pedersen 1986, 209-228; R. Thorseth 1986, 78-83; O. Crumlin-Pedersen 1994, 65-72; J. Bill 1997, 388-389; O. Crumlin-Pedersen 2002.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skuldelev 6,,864,55.733,12.067,,969,1041,,,silted,,,,,,,,,,,,"Dating based on 7 dendro dates on planks of oak/pine. Summary claims ""after 1027."" May have been fishing/whaling vessel. Viking context, ""Nordic"" type.",11.6,2.5,,,"Navis I, Skuldelev 6, #5; O. Crumlin-Pedersen and O. Olsen 1959; E. Friis 1964, 24-26; O. Olsen and O. Crumlin-Pedersen 1967, 73-174; O. Crumlin-Pedersen 1970; O. Olsen and O. Crumlin-Pedersen 1978; W. Dammann 1983, 106;  O. Crumlin-Pedersen 1986, 209-228; R. Thorseth 1986, 78-83; O. Crumlin-Pedersen 1994, 65-72; J. Bill 1997, 388-389; O. Crumlin-Pedersen 2002.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Peter port (Guernsey) 2,,873,49.467,-2.527,,0,0,,,shallow,,,ceramic,from LA to 15th c. spread all over the site,,,,,,,,"clinker built, still has keel, floor and keelson.",,,,,"J. Adams and J. Black 2004, 230-252.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Peter port (Guernsey) 4,,874,49.467,-2.527,,0,0,,,shallow,,,,,,,,,from LA to 15th c. spread all over the site,,,dendro attempted but no results: too little of the hull left.,,,,,"J. Adams and J. Black 2004, 230-252.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Peter port (Guernsey) 5,,875,49.467,-2.527,,1200,1300,ca,,shallow,,,,,,,,,from LA to 15th c. spread all over the site,ballast,,mortice and tenon,,,,,"J. Adams and J. Black 2004, 230-252.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Peter port (Guernsey) 6,,876,49.467,-2.527,,1229,1261,,1.5,,,,,,,,,,from LA to 15th c. spread all over the site,,,dendro dated,,,,,"J. Adams and J. Black 2004, 230-252.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutton Hoo,,888,52.080,1.325,,600,700,ca,,silted,,,,,,,,,,,,"Dating based on coin and context.  Ship is Anglo-Saxon and is situated in a graveyard, contains a burial chamber attributed to East Anglian King Raedwald.",27.0,4.5,,,"Navis I, Sutton Hoo, #91; C. Green 1963; P. Johnstone and P. Brand 1974, 102-114; A.C. Evans 1975; O. Crumlin-Pedersen and F. Rieck 1988, 139; A.E. Christensen 1996, 78.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szczecin,,892,55.500,14.467,,787,891,,,silted,,,,,,,,,,,,"Dating based on 15 dendro dates on oak plank, ranging 787-891.  4 early 14C dates show range 510-670 with average 65 years margin.   One later 14C sample from luting moss showed 840 with a margin of 70 years.  Slavonic, oak, pine, working boat.",8.3,2.1,,,"Navis I, Szczecin, #136; Wieczorowski 1962; S. Wesołowski 1963, 254-258; M. Rulewicz 1986, 48-59; W. Filipowiak 1994, 83-96; M.F. Pazdur et al. 1994, 127-195; W. Filipowiak 1996, 91-96; M. Rulewicz 1996, 79-90; N. Bonde, T. Wazny, and A. Daly 1999.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
